"","airline","source_city","departure_time","stops","arrival_time","destination_city","class","duration","days_left","price"
"201933","5","1","0","0","2","4","1","31.08","42","15002"
"202042","5","1","0","0","2","4","1","31.08","43","15017"
"202156","5","1","0","0","2","4","1","31.08","44","17222"
"202257","5","1","0","0","2","4","1","31.08","45","14702"
"202357","5","1","0","0","2","4","1","31.08","46","14702"
"202460","5","1","0","0","2","4","1","31.08","47","14702"
"202555","5","1","0","0","2","4","1","31.08","48","14702"
"202653","5","1","0","0","2","4","1","31.08","49","15017"
"233731","5","5","0","0","5","0","0","31.08","44","64005"
"233816","5","5","0","0","5","0","0","31.08","45","64005"
"233897","5","5","0","0","5","0","0","31.08","46","64005"
"233974","5","5","0","0","5","0","0","31.08","47","64005"
"234056","5","5","0","0","5","0","0","31.08","48","64005"
"234137","5","5","0","0","5","0","0","31.08","49","64005"
"78084","1","5","4","1","2","1","1","31","7","14766"
"78766","1","5","4","1","2","1","1","31","12","14766"
"84758","5","0","4","0","2","2","1","31","5","12286"
"84960","5","0","4","0","2","2","1","31","6","13121"
"84975","5","0","4","0","2","2","1","31","6","14148"
"85301","5","0","4","0","2","2","1","31","8","13961"
"85886","5","0","4","0","2","2","1","31","11","12339"
"194203","5","1","0","0","2","0","1","31","7","12276"
"194271","5","1","0","0","2","0","1","31","8","12276"
"194421","5","1","0","0","2","0","1","31","10","13258"
"194499","5","1","0","0","2","0","1","31","11","12276"
"194577","5","1","0","0","2","0","1","31","12","12276"
"194643","5","1","0","0","2","0","1","31","13","12276"
"194719","5","1","0","0","2","0","1","31","14","12276"
"194868","5","1","0","0","2","0","1","31","16","7341"
"195054","5","1","0","0","2","0","1","31","18","6690"
"195059","5","1","0","0","2","0","1","31","18","7240"
"195417","5","1","0","0","2","0","1","31","22","7240"
"137514","1","4","4","0","2","0","1","30.92","16","8239"
"140801","1","4","4","1","2","0","1","30.92","38","7294"
"152765","5","3","0","0","2","2","1","30.92","4","12668"
"158701","1","3","0","0","2","5","1","30.92","3","13276"
"42407","5","2","2","1","5","1","1","30.83","45","7490"
"42563","5","2","2","1","5","1","1","30.83","46","7610"
"42713","5","2","2","1","5","1","1","30.83","47","7490"
"42863","5","2","2","1","5","1","1","30.83","48","7490"
"43010","5","2","2","1","5","1","1","30.83","49","7610"
"84439","5","0","1","0","0","2","1","30.83","3","21446"
"56539","1","5","1","1","0","0","1","30.75","22","8186"
"102794","1","0","0","0","5","4","1","30.75","1","14330"
"180724","5","1","4","0","2","2","1","30.75","4","15752"
"180820","5","1","4","0","2","2","1","30.75","5","12864"
"180946","5","1","4","0","2","2","1","30.75","6","13788"
"180954","5","1","4","0","2","2","1","30.75","6","14859"
"181177","5","1","4","0","2","2","1","30.75","8","13998"
"181743","5","1","4","0","2","2","1","30.75","12","12917"
"182049","5","1","4","0","2","2","1","30.75","14","12864"
"182195","5","1","4","0","2","2","1","30.75","15","13631"
"184701","5","1","4","0","2","2","1","30.75","31","7338"
"184859","5","1","4","0","2","2","1","30.75","32","7338"
"184866","5","1","4","0","2","2","1","30.75","32","7639"
"185028","5","1","4","0","2","2","1","30.75","33","7338"
"185351","5","1","4","0","2","2","1","30.75","35","7338"
"185498","5","1","4","0","2","2","1","30.75","36","7338"
"185809","5","1","4","0","2","2","1","30.75","38","7338"
"185976","5","1","4","0","2","2","1","30.75","39","7338"
"185983","5","1","4","0","2","2","1","30.75","39","7639"
"186141","5","1","4","0","2","2","1","30.75","40","7338"
"186307","5","1","4","0","2","2","1","30.75","41","7338"
"186470","5","1","4","0","2","2","1","30.75","42","7338"
"186475","5","1","4","0","2","2","1","30.75","42","7639"
"186623","5","1","4","0","2","2","1","30.75","43","7338"
"186776","5","1","4","0","2","2","1","30.75","44","7338"
"186926","5","1","4","0","2","2","1","30.75","45","7338"
"187081","5","1","4","0","2","2","1","30.75","46","7338"
"187385","5","1","4","0","2","2","1","30.75","48","7338"
"28825","5","2","0","1","5","3","1","30.67","1","14784"
"77818","5","5","2","1","5","1","1","30.67","5","14552"
"79045","5","5","2","1","5","1","1","30.67","14","15087"
"79316","5","5","2","1","5","1","1","30.67","16","9599"
"110084","1","0","0","1","2","3","1","30.67","5","21131"
"110883","1","0","0","1","2","3","1","30.67","12","14936"
"111738","1","0","0","1","2","3","1","30.67","19","8340"
"112625","1","0","0","1","2","3","1","30.67","26","7920"
"113513","1","0","0","1","2","3","1","30.67","33","9390"
"114393","1","0","0","1","2","3","1","30.67","40","7395"
"181583","1","1","0","1","5","2","1","30.67","11","13107"
"181902","1","1","0","0","5","2","1","30.67","13","13107"
"184368","1","1","0","0","5","2","1","30.67","29","7406"
"184710","1","1","0","0","5","2","1","30.67","31","7668"
"185178","1","1","0","0","5","2","1","30.67","34","7143"
"185814","1","1","0","0","5","2","1","30.67","38","7668"
"186619","1","1","0","0","5","2","1","30.67","43","6671"
"197998","1","1","4","1","2","4","1","30.67","4","14077"
"198169","1","1","4","1","2","4","1","30.67","6","13762"
"198343","1","1","4","1","2","4","1","30.67","8","12576"
"198874","1","1","4","1","2","4","1","30.67","13","12261"
"199672","1","1","4","0","2","4","1","30.67","20","8016"
"234386","5","5","2","0","5","4","0","30.67","5","58708"
"234487","5","5","2","0","5","4","0","30.67","6","73727"
"25590","1","2","1","1","0","4","1","30.58","32","6287"
"36030","5","2","0","1","2","1","1","30.58","7","13918"
"36754","5","2","0","1","2","1","1","30.58","12","13866"
"36761","5","2","0","1","2","1","1","30.58","12","15330"
"37089","5","2","0","1","2","1","1","30.58","14","11957"
"37093","5","2","0","1","2","1","1","30.58","14","13202"
"37755","5","2","0","1","2","1","1","30.58","18","7742"
"37932","5","2","0","1","2","1","1","30.58","19","7490"
"37949","5","2","0","1","2","1","1","30.58","19","9206"
"38291","5","2","0","1","2","1","1","30.58","21","11310"
"38436","5","2","0","1","2","1","1","30.58","22","7490"
"38460","5","2","0","1","2","1","1","30.58","22","9206"
"38620","5","2","0","1","2","1","1","30.58","23","7925"
"38783","5","2","0","1","2","1","1","30.58","24","7490"
"38801","5","2","0","1","2","1","1","30.58","24","9521"
"38965","5","2","0","1","2","1","1","30.58","25","7333"
"38969","5","2","0","1","2","1","1","30.58","25","7490"
"39136","5","2","0","1","2","1","1","30.58","26","6692"
"39144","5","2","0","1","2","1","1","30.58","26","7490"
"39311","5","2","0","1","2","1","1","30.58","27","6692"
"39323","5","2","0","1","2","1","1","30.58","27","7490"
"39495","5","2","0","1","2","1","1","30.58","28","10470"
"39641","5","2","0","1","2","1","1","30.58","29","6692"
"39646","5","2","0","1","2","1","1","30.58","29","7490"
"39828","5","2","0","1","2","1","1","30.58","30","7490"
"39990","5","2","0","1","2","1","1","30.58","31","7767"
"39998","5","2","0","1","2","1","1","30.58","31","8115"
"40169","5","2","0","1","2","1","1","30.58","32","6692"
"40177","5","2","0","1","2","1","1","30.58","32","7490"
"40347","5","2","0","1","2","1","1","30.58","33","7333"
"40351","5","2","0","1","2","1","1","30.58","33","7490"
"40518","5","2","0","1","2","1","1","30.58","34","6692"
"40529","5","2","0","1","2","1","1","30.58","34","8282"
"40676","5","2","0","1","2","1","1","30.58","35","6692"
"40853","5","2","0","1","2","1","1","30.58","36","6692"
"40861","5","2","0","1","2","1","1","30.58","36","7490"
"41034","5","2","0","1","2","1","1","30.58","37","7490"
"41193","5","2","0","1","2","1","1","30.58","38","7767"
"41200","5","2","0","1","2","1","1","30.58","38","8423"
"41375","5","2","0","1","2","1","1","30.58","39","6692"
"41385","5","2","0","1","2","1","1","30.58","39","7490"
"41550","5","2","0","1","2","1","1","30.58","40","6692"
"41559","5","2","0","1","2","1","1","30.58","40","7490"
"41732","5","2","0","1","2","1","1","30.58","41","6692"
"41745","5","2","0","1","2","1","1","30.58","41","7490"
"41894","5","2","0","1","2","1","1","30.58","42","6692"
"41899","5","2","0","1","2","1","1","30.58","42","7490"
"42067","5","2","0","1","2","1","1","30.58","43","6692"
"42075","5","2","0","1","2","1","1","30.58","43","7490"
"42249","5","2","0","1","2","1","1","30.58","44","7490"
"42262","5","2","0","1","2","1","1","30.58","44","9206"
"42397","5","2","0","1","2","1","1","30.58","45","6692"
"42406","5","2","0","1","2","1","1","30.58","45","7490"
"42556","5","2","0","1","2","1","1","30.58","46","6812"
"42562","5","2","0","1","2","1","1","30.58","46","7610"
"42704","5","2","0","1","2","1","1","30.58","47","6692"
"42712","5","2","0","1","2","1","1","30.58","47","7490"
"42855","5","2","0","1","2","1","1","30.58","48","6692"
"42862","5","2","0","1","2","1","1","30.58","48","7490"
"43009","5","2","0","1","2","1","1","30.58","49","7610"
"43011","5","2","0","1","2","1","1","30.58","49","7662"
"53160","5","5","2","0","5","0","1","30.58","3","17922"
"53312","5","5","2","0","5","0","1","30.58","4","15087"
"53452","5","5","2","1","5","0","1","30.58","5","14552"
"53625","5","5","2","0","5","0","1","30.58","6","15192"
"53778","5","5","2","0","5","0","1","30.58","7","14686"
"54651","5","5","2","0","5","0","1","30.58","12","14686"
"54833","5","5","2","1","5","0","1","30.58","13","14552"
"55014","5","5","2","1","5","0","1","30.58","14","14552"
"55205","5","5","2","1","5","0","1","30.58","15","13571"
"55401","5","5","2","1","5","0","1","30.58","16","10966"
"55586","5","5","2","1","5","0","1","30.58","17","10508"
"55973","5","5","2","1","5","0","1","30.58","19","10756"
"56358","5","5","2","1","5","0","1","30.58","21","10456"
"83534","1","5","0","0","5","1","1","30.58","45","5685"
"84047","1","5","0","0","5","1","1","30.58","49","5685"
"84052","1","5","0","0","5","1","1","30.58","49","6105"
"84057","1","5","0","0","5","1","1","30.58","49","6601"
"102804","5","0","4","1","2","4","1","30.58","1","17510"
"102890","5","0","4","1","2","4","1","30.58","2","19180"
"102899","5","0","4","1","2","4","1","30.58","2","21192"
"102991","5","0","4","1","2","4","1","30.58","3","16286"
"103006","5","0","4","1","2","4","1","30.58","3","19197"
"103139","5","0","4","1","2","4","1","30.58","4","17510"
"103629","5","0","4","1","2","4","1","30.58","8","18046"
"104039","5","0","4","1","2","4","1","30.58","11","16420"
"107469","5","0","4","1","2","4","1","30.58","34","9017"
"108806","5","0","4","1","2","4","1","30.58","43","9017"
"115032","5","0","4","1","2","3","1","30.58","45","8934"
"115302","5","0","4","1","2","3","1","30.58","47","8934"
"115563","5","0","4","1","2","3","1","30.58","49","8934"
"135889","1","4","0","0","5","0","1","30.58","4","12792"
"135925","1","4","0","0","5","0","1","30.58","4","17094"
"136148","1","4","0","0","5","0","1","30.58","6","13524"
"136337","1","4","1","0","0","0","1","30.58","8","8904"
"136785","1","4","0","0","5","0","1","30.58","11","12792"
"136818","1","4","0","0","5","0","1","30.58","11","17094"
"137115","1","4","0","0","5","0","1","30.58","13","14889"
"137324","1","4","1","0","0","0","1","30.58","15","6581"
"137814","1","4","0","0","5","0","1","30.58","18","7053"
"138117","1","4","0","0","5","0","1","30.58","20","7053"
"138872","1","4","0","0","5","0","1","30.58","25","7053"
"139187","1","4","0","0","5","0","1","30.58","27","7053"
"139932","1","4","0","0","5","0","1","30.58","32","7053"
"140233","1","4","0","0","5","0","1","30.58","34","7053"
"140969","1","4","0","0","5","0","1","30.58","39","7053"
"141274","1","4","0","0","5","0","1","30.58","41","7053"
"170835","1","3","4","0","2","4","1","30.58","3","9178"
"171528","1","3","4","0","2","4","1","30.58","10","9178"
"172421","1","3","4","0","2","4","1","30.58","17","7392"
"173245","1","3","4","0","2","4","1","30.58","24","5554"
"174128","1","3","4","0","2","4","1","30.58","31","5233"
"174919","1","3","4","0","2","4","1","30.58","38","5233"
"267451","1","4","0","0","5","0","0","30.58","4","60978"
"267582","1","4","0","0","5","0","0","30.58","6","60978"
"267901","1","4","0","0","5","0","0","30.58","11","60978"
"268028","1","4","0","0","5","0","0","30.58","13","60978"
"268335","1","4","0","0","5","0","0","30.58","18","60978"
"268458","1","4","0","0","5","0","0","30.58","20","60978"
"268763","1","4","0","0","5","0","0","30.58","25","60978"
"268900","1","4","0","0","5","0","0","30.58","27","60978"
"269213","1","4","0","0","5","0","0","30.58","32","60978"
"269330","1","4","0","0","5","0","0","30.58","34","60978"
"269648","1","4","0","0","5","0","0","30.58","39","60978"
"269772","1","4","0","0","5","0","0","30.58","41","60978"
"28370","1","2","2","1","5","4","1","30.5","47","6354"
"110519","1","0","0","1","2","3","1","30.5","9","14936"
"110525","1","0","0","1","2","3","1","30.5","9","15860"
"111358","1","0","0","1","2","3","1","30.5","16","9572"
"111359","1","0","0","1","2","3","1","30.5","16","9887"
"111616","1","0","0","1","2","3","1","30.5","18","7815"
"114022","1","0","0","1","2","3","1","30.5","37","11987"
"127868","1","4","0","0","2","5","1","30.5","4","15624"
"128900","1","4","0","0","2","5","1","30.5","11","15624"
"130341","1","4","0","0","2","5","1","30.5","20","5102"
"131229","1","4","0","0","2","5","1","30.5","25","5102"
"131599","1","4","0","0","2","5","1","30.5","27","5102"
"132494","1","4","0","0","2","5","1","30.5","32","5102"
"132849","1","4","0","0","2","5","1","30.5","34","5102"
"133748","1","4","0","0","2","5","1","30.5","39","5102"
"134102","1","4","0","0","2","5","1","30.5","41","5102"
"187811","1","1","4","0","2","5","1","30.5","4","15118"
"188037","1","1","4","0","2","5","1","30.5","6","15118"
"189093","1","1","4","0","2","5","1","30.5","14","13616"
"189329","1","1","4","0","2","5","1","30.5","16","7579"
"189639","1","1","4","0","2","5","1","30.5","18","8048"
"189941","1","1","4","0","2","5","1","30.5","20","8048"
"190065","1","1","4","0","2","5","1","30.5","21","6707"
"191062","1","1","4","0","2","5","1","30.5","28","6707"
"191312","1","1","4","0","2","5","1","30.5","30","6707"
"192017","1","1","4","0","2","5","1","30.5","35","5132"
"192264","1","1","4","0","2","5","1","30.5","37","5475"
"192980","1","1","4","0","2","5","1","30.5","42","5132"
"264079","1","4","0","0","2","5","0","30.5","4","50271"
"264225","1","4","0","0","2","5","0","30.5","6","50271"
"264601","1","4","0","0","2","5","0","30.5","11","50271"
"264760","1","4","0","0","2","5","0","30.5","13","50271"
"265121","1","4","0","0","2","5","0","30.5","18","50271"
"265262","1","4","0","0","2","5","0","30.5","20","50271"
"265627","1","4","0","0","2","5","0","30.5","25","50271"
"265772","1","4","0","0","2","5","0","30.5","27","50271"
"266126","1","4","0","0","2","5","0","30.5","32","50271"
"266266","1","4","0","0","2","5","0","30.5","34","50271"
"266627","1","4","0","0","2","5","0","30.5","39","50271"
"266768","1","4","0","0","2","5","0","30.5","41","50271"
"290369","1","1","4","0","2","5","0","30.5","2","57777"
"135071","1","4","0","0","5","5","1","30.42","46","6547"
"193896","1","1","2","1","5","0","1","30.42","2","29036"
"193897","1","1","2","1","5","0","1","30.42","2","29351"
"194370","1","1","2","0","5","0","1","30.42","9","23261"
"194912","1","1","2","0","5","0","1","30.42","16","29382"
"194913","1","1","2","0","5","0","1","30.42","16","30222"
"221677","1","2","1","0","0","3","0","30.42","46","47408"
"53016","5","5","4","0","2","0","1","30.33","2","21540"
"53146","5","5","4","0","2","0","1","30.33","3","16210"
"53321","5","5","4","0","2","0","1","30.33","4","16210"
"58049","5","5","4","0","2","0","1","30.33","30","7708"
"58409","5","5","4","0","2","0","1","30.33","32","7446"
"58591","5","5","4","0","2","0","1","30.33","33","7446"
"59508","5","5","4","0","2","0","1","30.33","38","7446"
"59696","5","5","4","0","2","0","1","30.33","39","7446"
"59880","5","5","4","0","2","0","1","30.33","40","7446"
"60062","5","5","4","0","2","0","1","30.33","41","7446"
"60618","5","5","4","0","2","0","1","30.33","44","7446"
"60799","5","5","4","0","2","0","1","30.33","45","7446"
"105958","1","0","1","0","0","4","1","30.33","24","9048"
"108051","1","0","1","0","0","4","1","30.33","38","9678"
"109700","1","0","0","1","2","3","1","30.33","1","15398"
"111117","1","0","0","1","2","3","1","30.33","14","14936"
"111243","1","0","0","1","2","3","1","30.33","15","14936"
"114647","1","0","0","1","2","3","1","30.33","42","9390"
"114655","1","0","0","1","2","3","1","30.33","42","10650"
"121190","5","4","4","0","2","2","1","30.33","12","14667"
"121963","1","4","0","0","2","2","1","30.33","17","6339"
"142662","1","4","0","1","2","3","1","30.33","3","13495"
"142875","1","4","0","1","2","3","1","30.33","5","12571"
"143198","1","4","0","1","2","3","1","30.33","8","12256"
"143397","1","4","0","1","2","3","1","30.33","10","12256"
"143867","1","4","0","1","2","3","1","30.33","14","12256"
"143993","1","4","0","1","2","3","1","30.33","15","12256"
"198557","1","1","1","0","0","4","1","30.33","10","16292"
"199272","1","1","1","0","0","4","1","30.33","17","5623"
"199510","1","1","1","0","0","4","1","30.33","19","5098"
"200060","1","1","1","0","0","4","1","30.33","24","5098"
"200274","1","1","1","0","0","4","1","30.33","26","4363"
"200739","1","1","1","0","0","4","1","30.33","31","4678"
"201397","1","1","1","0","0","4","1","30.33","38","5098"
"201648","1","1","1","0","0","4","1","30.33","40","4363"
"261350","1","4","0","0","2","2","0","30.33","3","54863"
"295975","1","1","1","0","0","4","0","30.33","3","59306"
"296064","1","1","1","0","0","4","0","30.33","5","55377"
"296297","1","1","1","0","0","4","0","30.33","10","55377"
"296391","1","1","1","0","0","4","0","30.33","12","55377"
"296716","1","1","1","0","0","4","0","30.33","19","55377"
"297661","1","1","1","0","0","4","0","30.33","40","55377"
"21126","5","2","0","1","2","4","1","30.25","7","15525"
"21582","5","2","0","1","2","4","1","30.25","10","16291"
"34587","1","2","1","0","0","3","1","30.25","44","5519"
"34893","1","2","1","0","0","3","1","30.25","46","5519"
"110514","1","0","1","0","0","3","1","30.25","9","14002"
"111362","1","0","1","0","0","3","1","30.25","16","10476"
"111366","1","0","1","0","0","3","1","30.25","16","12681"
"112120","1","0","1","0","0","3","1","30.25","22","9500"
"112243","1","0","1","0","0","3","1","30.25","23","9710"
"113011","1","0","1","0","0","3","1","30.25","29","10056"
"113132","1","0","1","0","0","3","1","30.25","30","9500"
"113133","1","0","1","0","0","3","1","30.25","30","10056"
"113893","1","0","1","0","0","3","1","30.25","36","10056"
"114015","1","0","1","0","0","3","1","30.25","37","9080"
"114016","1","0","1","0","0","3","1","30.25","37","9500"
"114777","1","0","1","0","0","3","1","30.25","43","9500"
"114904","1","0","1","0","0","3","1","30.25","44","9500"
"114910","1","0","1","0","0","3","1","30.25","44","10056"
"170873","1","3","4","1","2","4","1","30.25","3","16552"
"171062","1","3","4","1","2","4","1","30.25","5","12740"
"171367","1","3","4","0","2","4","1","30.25","8","12740"
"171581","1","3","4","1","2","4","1","30.25","10","13202"
"171835","1","3","4","1","2","4","1","30.25","12","12740"
"172159","1","3","4","1","2","4","1","30.25","15","10010"
"172173","1","3","4","1","2","4","1","30.25","15","10472"
"172418","1","3","4","0","2","4","1","30.25","17","7229"
"172423","1","3","4","0","2","4","1","30.25","17","7544"
"172674","1","3","4","0","2","4","1","30.25","19","7362"
"173015","1","3","4","0","2","4","1","30.25","22","6732"
"173022","1","3","4","0","2","4","1","30.25","22","7467"
"173290","1","3","4","0","2","4","1","30.25","24","7544"
"173537","1","3","4","0","2","4","1","30.25","26","6732"
"173896","1","3","4","0","2","4","1","30.25","29","6732"
"173910","1","3","4","0","2","4","1","30.25","29","7992"
"174170","1","3","4","0","2","4","1","30.25","31","7047"
"174413","1","3","4","0","2","4","1","30.25","33","7047"
"174695","1","3","4","0","2","4","1","30.25","36","6312"
"174984","1","3","4","0","2","4","1","30.25","38","7730"
"175229","1","3","4","0","2","4","1","30.25","40","6312"
"175587","1","3","4","0","2","4","1","30.25","43","6942"
"193873","5","1","4","0","0","0","1","30.25","2","20688"
"194025","5","1","4","0","0","0","1","30.25","4","22893"
"194162","5","1","4","0","0","0","1","30.25","6","21738"
"194906","5","1","4","0","0","0","1","30.25","16","16452"
"194910","5","1","4","0","0","0","1","30.25","16","22175"
"194980","5","1","4","0","0","0","1","30.25","17","10572"
"195081","5","1","4","0","0","0","1","30.25","18","11885"
"195239","5","1","4","0","0","0","1","30.25","20","9587"
"195427","5","1","4","0","0","0","1","30.25","22","9587"
"196041","5","1","4","0","0","0","1","30.25","29","9587"
"221662","1","2","1","0","0","3","0","30.25","46","44405"
"241211","1","5","1","0","0","3","0","30.25","46","32230"
"264088","5","4","0","1","5","5","0","30.25","4","59254"
"264178","5","4","0","1","5","5","0","30.25","5","84857"
"264312","5","4","0","0","5","5","0","30.25","7","59254"
"264919","5","4","0","0","5","5","0","30.25","15","59254"
"265014","5","4","0","0","5","5","0","30.25","16","96617"
"265056","5","4","0","0","5","5","0","30.25","17","59254"
"265155","5","4","0","0","5","5","0","30.25","18","74273"
"265207","5","4","0","0","5","5","0","30.25","19","59254"
"265301","5","4","0","0","5","5","0","30.25","20","74273"
"265371","5","4","0","0","5","5","0","30.25","21","74273"
"265442","5","4","0","0","5","5","0","30.25","22","74273"
"265487","5","4","0","0","5","5","0","30.25","23","59254"
"265507","5","4","0","0","5","5","0","30.25","23","69961"
"265557","5","4","0","0","5","5","0","30.25","24","59254"
"265636","5","4","0","0","5","5","0","30.25","25","59254"
"265714","5","4","0","0","5","5","0","30.25","26","59254"
"265805","5","4","0","0","5","5","0","30.25","27","74273"
"265854","5","4","0","0","5","5","0","30.25","28","59254"
"265941","5","4","0","0","5","5","0","30.25","29","74273"
"265988","5","4","0","0","5","5","0","30.25","30","59254"
"266050","5","4","0","0","5","5","0","30.25","31","59254"
"266139","5","4","0","0","5","5","0","30.25","32","59254"
"266158","5","4","0","0","5","5","0","30.25","32","69961"
"266210","5","4","0","0","5","5","0","30.25","33","59254"
"266303","5","4","0","0","5","5","0","30.25","34","74273"
"266355","5","4","0","0","5","5","0","30.25","35","59254"
"266422","5","4","0","0","5","5","0","30.25","36","59254"
"266496","5","4","0","0","5","5","0","30.25","37","59254"
"266560","5","4","0","0","5","5","0","30.25","38","59254"
"266639","5","4","0","0","5","5","0","30.25","39","59254"
"266710","5","4","0","0","5","5","0","30.25","40","59254"
"266872","5","4","0","0","5","5","0","30.25","42","74273"
"266941","5","4","0","0","5","5","0","30.25","43","84857"
"266986","5","4","0","0","5","5","0","30.25","44","59254"
"267055","5","4","0","0","5","5","0","30.25","45","59254"
"267121","5","4","0","0","5","5","0","30.25","46","59254"
"267190","5","4","0","0","5","5","0","30.25","47","59254"
"267268","5","4","0","0","5","5","0","30.25","48","74273"
"267311","5","4","0","0","5","5","0","30.25","49","59254"
"293516","5","1","4","0","0","0","0","30.25","4","63226"
"293774","5","1","4","0","0","0","0","30.25","9","58970"
"293802","5","1","4","0","0","0","0","30.25","9","67706"
"293913","5","1","4","0","0","0","0","30.25","11","67706"
"294125","5","1","4","0","0","0","0","30.25","15","63226"
"294158","5","1","4","0","0","0","0","30.25","16","58970"
"294299","5","1","4","0","0","0","0","30.25","18","67706"
"294482","5","1","4","0","0","0","0","30.25","22","58970"
"294822","5","1","4","0","0","0","0","30.25","28","67706"
"294879","5","1","4","0","0","0","0","30.25","29","67706"
"295187","5","1","4","0","0","0","0","30.25","35","63226"
"295242","5","1","4","0","0","0","0","30.25","36","63226"
"295530","5","1","4","0","0","0","0","30.25","42","58970"
"295584","5","1","4","0","0","0","0","30.25","43","58970"
"295744","5","1","4","0","0","0","0","30.25","46","58970"
"61166","1","5","2","1","5","0","1","30.17","47","8332"
"73266","1","5","1","1","4","3","1","30.17","22","6277"
"73557","1","5","1","1","4","3","1","30.17","24","5857"
"74321","1","5","1","1","4","3","1","30.17","29","5857"
"74628","1","5","1","1","4","3","1","30.17","31","5857"
"75386","1","5","1","1","4","3","1","30.17","36","5857"
"75682","1","5","1","1","4","3","1","30.17","38","5857"
"76464","1","5","1","1","4","3","1","30.17","43","5857"
"76742","1","5","1","1","4","3","1","30.17","45","5857"
"77157","1","5","1","1","4","3","1","30.17","48","5857"
"103136","1","0","4","0","2","4","1","30.17","4","16523"
"104045","1","0","4","0","2","4","1","30.17","11","16208"
"115039","1","0","1","1","4","3","1","30.17","45","10416"
"115296","1","0","1","1","4","3","1","30.17","47","6500"
"176216","1","3","4","0","0","4","1","30.17","48","8428"
"193895","1","1","2","1","5","0","1","30.17","2","28721"
"193924","1","1","1","1","0","0","1","30.17","3","14706"
"194364","1","1","2","0","5","0","1","30.17","9","17958"
"194881","1","1","2","0","5","0","1","30.17","16","9443"
"197908","1","1","1","0","0","4","1","30.17","3","18234"
"198523","1","1","1","1","0","4","1","30.17","10","12249"
"198772","1","1","1","1","0","4","1","30.17","12","12249"
"114","1","2","4","0","0","5","1","30.08","1","24540"
"357","1","2","4","0","0","5","1","30.08","3","15405"
"546","1","2","4","0","0","5","1","30.08","4","15720"
"724","1","2","4","0","0","5","1","30.08","5","15405"
"907","1","2","4","0","0","5","1","30.08","6","15405"
"1091","1","2","4","0","0","5","1","30.08","7","15405"
"1269","1","2","4","0","0","5","1","30.08","8","15405"
"2074","1","2","4","0","0","5","1","30.08","12","15405"
"2288","1","2","4","0","0","5","1","30.08","13","15405"
"2486","1","2","4","0","0","5","1","30.08","14","13064"
"2683","1","2","4","0","0","5","1","30.08","15","6890"
"3326","1","2","4","0","0","5","1","30.08","18","6890"
"3565","1","2","4","0","0","5","1","30.08","19","8601"
"3983","1","2","4","0","0","5","1","30.08","21","6890"
"4421","1","2","4","0","0","5","1","30.08","23","7341"
"5070","1","2","4","0","0","5","1","30.08","26","6890"
"5505","1","2","4","0","0","5","1","30.08","28","6890"
"5949","1","2","4","0","0","5","1","30.08","30","7761"
"6580","1","2","4","0","0","5","1","30.08","33","6890"
"6996","1","2","4","0","0","5","1","30.08","35","6890"
"7446","1","2","4","0","0","5","1","30.08","37","7341"
"8097","1","2","4","0","0","5","1","30.08","40","7341"
"8525","1","2","4","0","0","5","1","30.08","42","7761"
"120143","5","4","4","0","2","2","1","30.08","5","16059"
"120841","5","4","4","0","2","2","1","30.08","10","17718"
"121021","5","4","4","0","2","2","1","30.08","11","16111"
"121194","5","4","4","0","2","2","1","30.08","12","14772"
"121366","5","4","4","0","2","2","1","30.08","13","14720"
"121538","5","4","4","0","2","2","1","30.08","14","14720"
"121716","5","4","4","0","2","2","1","30.08","15","15486"
"127532","1","4","0","0","5","5","1","30.08","1","14154"
"158948","1","3","4","0","2","5","1","30.08","5","12499"
"159890","1","3","4","0","2","5","1","30.08","12","12499"
"187920","1","1","4","0","2","5","1","30.08","5","13391"
"188805","1","1","4","0","2","5","1","30.08","12","12183"
"189091","1","1","4","0","2","5","1","30.08","14","12498"
"189789","1","1","4","0","2","5","1","30.08","19","8172"
"190088","1","1","4","0","2","5","1","30.08","21","8447"
"190090","1","1","4","0","2","5","1","30.08","21","9508"
"190343","1","1","4","0","2","5","1","30.08","23","8447"
"190790","1","1","4","0","2","5","1","30.08","26","8172"
"191070","1","1","4","0","2","5","1","30.08","28","8172"
"191071","1","1","4","0","2","5","1","30.08","28","9233"
"191325","1","1","4","0","2","5","1","30.08","30","8867"
"191752","1","1","4","0","2","5","1","30.08","33","6597"
"192034","1","1","4","0","2","5","1","30.08","35","6597"
"192037","1","1","4","0","2","5","1","30.08","35","7658"
"192286","1","1","4","0","2","5","1","30.08","37","7292"
"192717","1","1","4","0","2","5","1","30.08","40","6282"
"192994","1","1","4","0","2","5","1","30.08","42","6597"
"206742","1","2","4","0","0","5","0","30.08","2","53582"
"206833","1","2","4","0","0","5","0","30.08","3","51342"
"206919","1","2","4","0","0","5","0","30.08","4","44622"
"207085","1","2","4","0","0","5","0","30.08","5","61139"
"207147","1","2","4","0","0","5","0","30.08","6","44622"
"207260","1","2","4","0","0","5","0","30.08","7","44622"
"207361","1","2","4","0","0","5","0","30.08","8","44622"
"207476","1","2","4","0","0","5","0","30.08","9","44622"
"207577","1","2","4","0","0","5","0","30.08","10","44622"
"207686","1","2","4","0","0","5","0","30.08","11","44622"
"207803","1","2","4","0","0","5","0","30.08","12","44622"
"207910","1","2","4","0","0","5","0","30.08","13","44622"
"208023","1","2","4","0","0","5","0","30.08","14","44622"
